record_id,source_file,source_stem,run_timestamp,Name,dp_index,P27,P46,P47,P50,P51,P52,P39,P40,P45,P56,P59,P60,P61,P62,P66,P67,P68,P69,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P83,P84,P85,P86,P87,P88,P89,P90,P91
63,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 2,2,1.0,1,1000,9.866879223893614e-07,8.502289077828646e-08,1072.05,0.0003173277999999,0.0016134245847,4.3800000000038246e-05,2.07885613e-06,4.2700000000062126e-05,0.0020193312408301,0.0460649779,0.04808430914083,0.20917097,1073.1465,-0.0016157839,-2.3593153e-06,0.0014538461,-2.8045917e-07,1.0000011,-0.0019331117,1.0000438,-0.047518824,173.02248,5.4525156,1073.0415,0.96789459,1073.1887,1072.5802,173.02248,0.20917097,0.96789459,0.032105409,0.20769903,0.9669914,0.033012356,0.9523809523809524,7.9550279,131.75587
64,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 3,3,0.95,1,1000,9.866879223893614e-07,8.502289077828646e-08,1069.55,0.0009091818,0.0046195188849,0.00012591,5.9488507e-06,0.00012279,0.0057833495356001,0.0887342357,0.0945175852356001,0.20762309,1073.2479,-0.0046262703,-6.7514151e-06,0.0041623473,-8.025644e-07,0.95000312,-0.0055354521,0.95012591,-0.092896583,495.11567,5.4458299,1072.8947,0.96397517,1073.3901,1071.3394,470.3598865,0.20762309,0.96397517,0.03602483,0.20341898,0.96138969,0.038614065,0.9047619047619048,7.9424984,132.29339
65,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 4,4,0.9,1,1000,9.866879223893614e-07,8.502289077828646e-08,1064.25,0.001972818,0.0100093522289999,0.0002740799999999,1.2878342e-05,0.0002673399999999,0.0125364685709999,0.1255930751,0.1381295436709999,0.20483672,1073.5082,-0.010023968,-1.4615771e-05,0.0090175149,-1.737429e-06,0.90000674,-0.011996786,0.90027408,-0.13461059,1071.8457,5.4336619,1072.6253,0.95695696,1073.8622,1068.7334,964.66113,0.20483672,0.95695696,0.043043043,0.19575561,0.95137815,0.048625605,0.8571428571428571,7.9218906,133.23611
66,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 5,5,0.85,1,1000,9.866879223893614e-07,8.502289077828646e-08,1054.85,0.0036714269999999,0.018649107049,0.00051391,2.39595471e-05,0.0005013699999999,0.0233597735960999,0.15457856,0.1779383335960999,0.20033938,1074.4902,-0.018676299,-2.7191951e-05,0.0168037,-3.2324039e-06,0.85001254,-0.022347726,0.85051391,-0.17138226,1994.1144,5.433971,1072.6212,0.94573339,1075.235,1064.3714,1694.99724,0.20033938,0.94573339,0.054266611,0.18348699,0.93541536,0.064588391,0.8095238095238094,7.8863449,134.74976
67,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 6,6,0.8,1,1000,9.866879223893614e-07,8.502289077828646e-08,1039.85,0.0060387579999999,0.030759478496,0.0008550299999999,3.9455526100000005e-05,0.00083438,0.0385271020221,0.175227155,0.2137542570221,0.19396231,1076.3134,-0.030804257,-4.4778504e-05,0.027725205,-5.3229779e-06,0.80002065,-0.036843015,0.80085503,-0.20295236,3283.8157,5.4460814,1072.8521,0.93003753,1077.6815,1057.5517,2627.05256,0.19396231,0.93003753,0.069962469,0.16630173,0.91317817,0.086825588,0.7619047619047618,7.8431229,136.80436
68,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 7,7,0.75,1,1000,9.866879223893614e-07,8.502289077828646e-08,1018.05,0.008997381,0.045802575601,0.00128985,5.8707177e-05,0.0012591299999999,0.057407643778,0.18880867,0.246216313778,0.18589401,1078.6241,-0.045869203,-6.6627399e-05,0.04128458,-7.920222e-06,0.75003072,-0.054866584,0.75128985,-0.23009325,4886.0955,5.4517613,1072.8905,0.91053657,1080.87,1047.5043,3664.571625000001,0.18589401,0.91053657,0.089463434,0.14505287,0.88567653,0.11432723,0.7142857142857143,7.8071703,139.18294
69,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 8,8,0.7,1,1000,9.866879223893614e-07,8.502289077828646e-08,989.95,0.0123433719999999,0.062726893647,0.00180298,8.0430461e-05,0.00176089,0.078714566108,0.197906061,0.276620627108,0.17659892,1081.7588,-0.062818175,-9.1281353e-05,0.056534559,-1.0850892e-05,0.70004209,-0.075161547,0.70180298,-0.25444062,6694.0682,5.4694289,1073.1044,0.8885312,1085.1271,1034.6797,4685.847739999999,0.17659892,0.8885312,0.1114688,0.12196515,0.85484995,0.1451538,0.6666666666666666,7.733271,141.71368
70,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 9,9,0.65,1,1000,9.866879223893614e-07,8.502289077828646e-08,956.45,0.0158519099999999,0.07994755616,0.0023805199999999,0.000102779874,0.0023267399999999,0.1006095060339999,0.206112323,0.3067218290339999,0.16681083,1085.1838,-0.080064202,-0.00011664584,0.072006197,-1.3865966e-05,0.65005378,-0.095916112,0.65238052,-0.27811852,8554.109,5.4837813,1073.1284,0.86589152,1089.8777,1019.3278,5560.17085,0.16681083,0.86589152,0.13410848,0.10162571,0.82348672,0.17651703,0.619047619047619,7.6625095,144.11957
71,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 10,10,0.6,1,1000,9.866879223893614e-07,8.502289077828646e-08,919.75,0.0192286149999999,0.095560082,0.00301501,0.0001238013129999,0.00295023,0.1208777383130001,0.217862643,0.3387403813130001,0.15739055,1088.88,-0.095700585,-0.000140503,0.085946317,-1.6701687e-05,0.60006478,-0.1149292,0.60301501,-0.30380896,10303.502,5.5036207,1073.1413,0.84459817,1095.0615,1002.552,6182.1012,0.15739055,0.84459817,0.15540183,0.088744585,0.79420706,0.2057967,0.5714285714285714,7.5880291,146.22083
72,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 11,11,0.55,1,1000,9.866879223893614e-07,8.502289077828646e-08,878.55,0.0226421,0.11003320999,0.0037000499999999,0.000144531905,0.0036244199999999,0.1401443118949999,0.231970453,0.3721147648949999,0.14789002,1093.0939,-0.11019724,-0.00016403001,0.098744787,-1.9498105e-05,0.55007563,-0.13283934,0.55370005,-0.33071524,12028.646,5.5336039,1073.1891,0.82359935,1100.9727,983.71049,6615.755300000001,0.14789002,0.82359935,0.17640065,0.078349694,0.76522469,0.23477907,0.5238095238095238,7.5151161,148.11341
73,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 12,12,0.5,1,1000,9.866879223893614e-07,8.502289077828646e-08,831.65,0.0263222899999999,0.12401085617,0.0044270199999999,0.000165612046,0.0043403599999999,0.1592661382159998,0.2466004399999999,0.4058665782159998,0.13800674,1097.51,-0.12419881,-0.00018795383,0.1109373,-2.2341784e-05,0.50008666,-0.1505211,0.50442702,-0.35753774,13782.944,5.5587832,1072.8874,0.80224525,1107.3022,962.04538,6891.472,0.13800674,0.80224525,0.19775475,0.068759118,0.73580856,0.26419519,0.4761904761904761,7.4387375,149.82885
74,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 13,13,0.4,1,1000,9.866879223893614e-07,8.502289077828646e-08,730.95,0.0320470799999999,0.15255751276,0.0060731099999999,0.000210843495,0.0059627899999999,0.1968513362549999,0.27974767,0.4765990062549999,0.11600594,1118.1595,-0.1527968,-0.00023928724,0.13675496,-2.8443745e-05,0.40011032,-0.18484388,0.40607311,-0.41650263,17547.312,6.148516,1082.6324,0.75642489,1132.3113,921.29709,7018.924800000001,0.11600594,0.75642489,0.24357511,0.050446404,0.67452575,0.325478,0.3809523809523809,7.344348,154.63107
75,Расчет 1 1000.csv,Расчет 1 1000,04/01/2026 10:08:30,DP 14,14,0.3,1,1000,9.866879223893614e-07,8.502289077828646e-08,620.3499999999999,0.03483327,0.18182389066,0.0079875,0.00026010914,0.00785141,0.2327561798,0.31849586,0.5512520398,0.090727258,1153.0983,-0.18211909,-0.00029519934,0.16475771,-3.50902e-05,0.30013609,-0.21695236,0.3079875,-0.48325357,21647.588,7.5740294,1105.439,0.70652124,1171.886,883.83141,6494.2764,0.090727258,0.70652124,0.29347876,0.032645996,0.61235318,0.38765058,0.2857142857142857,7.3136446,161.3639
76,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 0,0,1.05,1,1000,9.866879223893614e-07,8.502289077828646e-08,1073.15,1.4253850000000069e-12,-6.1461463788e-11,0.0,1.94138368e-14,0.0,-6.00166649512e-11,2.804810999999999e-11,-3.196855495120001e-11,0.21,1073.1489,6.1438973e-11,-2.2490788e-14,1e-10,-3.0769512e-15,1.05,6.0013588e-11,1.05,-1.2804811e-10,-7.9630935e-06,2.3705672,1073.1489,0.97,1073.149,1073.1489,-8.361248175e-06,0.21,0.97,0.03,0.21,0.97,0.03,1.0,8.022582,131.4613
77,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 1,1,1.03,1,1000,9.866879223893614e-07,8.502289077828646e-08,1072.85,0.0002388123699999,0.00055525743179,1.4399999999969992e-05,6.81392394e-07,1.399999999995849e-05,0.0008231511941839,0.01863296069,0.0194561118841839,0.20972839,1073.3829,-0.00055603075,-7.7331821e-07,0.00047683631,-9.1925816e-08,1.0300004,-0.00079484312,1.0300144,-0.019109797,56.714034,2.3748647,1073.3533,0.96930988,1073.3962,1073.2412,58.41545502,0.20972839,0.96930988,0.030690121,0.20863,0.96873876,0.031261236,0.9809523809523808,8.0189199,131.58665
78,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 2,2,1.0,1,1000,9.866879223893614e-07,8.502289077828646e-08,1072.05,0.0007177676999999,0.0016760300135,4.350000000008514e-05,2.05504039e-06,4.240000000010902e-05,0.0024817527538901,0.0458767395,0.0483584922538901,0.2091803,1073.836,-0.0016783623,-2.3322865e-06,0.0014403015,-2.7724611e-07,1.0000011,-0.00239613,1.0000435,-0.047317041,171.04036,2.3829601,1073.7374,0.96791871,1073.881,1073.3624,171.04036,0.2091803,0.96791871,0.032081289,0.20587658,0.96619799,0.033802006,0.9523809523809524,8.0170864,131.83517
79,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 3,3,0.95,1,1000,9.866879223893614e-07,8.502289077828646e-08,1069.55,0.0019979324999999,0.0047361057383,0.0001239299999999,5.79249248e-06,0.0001208999999999,0.0069846607307799,0.0883793912,0.0953640519307799,0.20768521,1075.4821,-0.0047426797,-6.5739617e-06,0.0040796588,-7.8146922e-07,0.95000303,-0.0067406122,0.95012393,-0.09245905,482.1016,2.4130443,1075.1559,0.96413352,1075.6319,1073.911,457.99652,0.20768521,0.96413352,0.035866476,0.19844042,0.95929769,0.040702312,0.9047619047619045,8.0148251,132.55302
80,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 4,4,0.9,1,1000,9.866879223893614e-07,8.502289077828646e-08,1064.25,0.004118593,0.010051319638,0.0002661199999999,1.22382867e-05,0.0002597199999999,0.0147079909246998,0.1254617757,0.1401697666246998,0.20509339,1078.7522,-0.010065209,-1.3889362e-05,0.0086969743,-1.6510753e-06,0.9000064,-0.014183802,0.90026612,-0.13415875,1018.5721,2.4733504,1077.9565,0.9576052,1079.1178,1074.9163,916.71489,0.20509339,0.9576052,0.0423948,0.18580593,0.94744292,0.052557078,0.8571428571428571,8.0134095,133.82266
81,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 5,5,0.85,1,1000,9.866879223893614e-07,8.502289077828646e-08,1054.85,0.007100681,0.018236862458,0.00049082,2.20471523e-05,0.0004792799999999,0.0263296906102999,0.155856736,0.1821864266102999,0.20111665,1084.6361,-0.018261884,-2.5021542e-05,0.015898614,-2.9743897e-06,0.85001154,-0.025362565,0.85049082,-0.17175535,1834.9409,2.5852006,1083.008,0.94767034,1085.3861,1076.7736,1559.699765,0.20111665,0.94767034,0.052329664,0.16714268,0.92951981,0.070480186,0.8095238095238094,8.0165405,135.82673
82,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 6,6,0.8,1,1000,9.866879223893614e-07,8.502289077828646e-08,1039.85,0.0105942069999999,0.029195875112,0.0008047299999999,3.49639125e-05,0.00078643,0.0414162060244999,0.180109867,0.2215260730244999,0.19581887,1093.0278,-0.029235556,-3.9680888e-05,0.025701053,-4.7169755e-06,0.8000183,-0.039829763,0.80080473,-0.20581092,2909.9609,2.750003,1090.1367,0.93458711,1094.3668,1079.0324,2327.9687200000003,0.19581887,0.93458711,0.065412889,0.14430173,0.90614215,0.093857841,0.7619047619047618,8.0232655,138.48243
83,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 7,7,0.75,1,1000,9.866879223893614e-07,8.502289077828646e-08,1018.05,0.014145441,0.041977406075,0.00120253,4.97872006e-05,0.00117648,0.0585516442756,0.200587206,0.2591388502756,0.1896521,1102.3737,-0.04203391,-5.6503925e-05,0.037303854,-6.7167244e-06,0.75002605,-0.056179351,0.75120253,-0.23789106,4143.6321,2.9374127,1097.824,0.91957242,1104.5054,1080.272,3107.724075,0.1896521,0.91957242,0.08042758,0.12306908,0.87963808,0.12036192,0.7142857142857141,8.026863,141.41073
84,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 8,8,0.7,1,2000,1.9733758447787224e-06,1.7004578155657292e-07,989.95,0.024171144,0.054640750654,0.00177509,6.875755200000001e-05,0.00173911,0.0823948522060001,0.2146396039999999,0.2970344562060001,0.19606141,1052.9551,-0.054718784,-7.8033346e-05,0.046734116,-9.275794e-06,0.70003598,-0.078889928,0.70177509,-0.26137372,5722.3721,2.3674399,1052.4313,0.93516903,1060.9297,1030.2042,4005.6604699999993,0.19606141,0.93516903,0.064830971,0.11672815,0.87806469,0.12193531,0.6666666666666665,16.491333,267.04943
85,Расчет 1 2000.csv,Расчет 1 2000,04/02/2026 15:32:57,DP 9,9,0.65,1,1000,9.866879223893614e-07,8.502289077828646e-08,956.45,0.0202028469999999,0.069528369131,0.0022065799999999,8.154769500000001e-05,0.0021639099999999,0.0941832538259999,0.238439514,0.3326227678259998,0.17611639,1123.6714,-0.069620918,-9.2548869e-05,0.062839966,-1.1001174e-05,0.65004267,-0.089823765,0.65220658,-0.30127948,6786.7772,3.3898946,1114.8048,0.88740182,1127.9576,1080.2659,4411.405180000001,0.17611639,0.88740182,0.11259818,0.099866493,0.82383058,0.17616942,0.619047619047619,8.0320439,147.54572
